# Time (s), Z (m), Wind Velocity X (East) (m/s), Wind Velocity Y (North) (m/s)
22.956906,3090.946943,2.417106,-5.441727
23.235974,3088.842615,2.421531,-5.440989
23.515042,3086.429645,2.426605,-5.440143
23.794109,3083.743648,2.432254,-5.439202
24.073177,3080.819287,2.438404,-5.438177
24.514383,3075.788524,2.448984,-5.436413
24.955589,3070.359656,2.460400,-5.434511
25.396796,3064.629566,2.472451,-5.432502
25.838002,3058.675699,2.484972,-5.430415
26.279208,3052.558246,2.497837,-5.428271
26.825365,3044.826115,2.514097,-5.425561
27.371523,3036.974260,2.530610,-5.422808
27.917680,3029.044736,2.547285,-5.420029
28.463837,3021.065720,2.564065,-5.417232
29.009995,3013.055819,2.571450,-5.404766
29.614112,3004.174260,2.578380,-5.389657
30.218230,2995.280193,2.585319,-5.374527
30.822347,2986.380187,2.592263,-5.359386
31.426464,2977.477951,2.599209,-5.344242
32.037848,2968.468861,2.606238,-5.328916
32.649231,2959.461617,2.613266,-5.313593
33.260615,2950.457150,2.620291,-5.298275
33.871998,2941.456010,2.627314,-5.282963
35.028370,2924.441478,2.640589,-5.254018
36.184741,2907.441327,2.653853,-5.225098
37.341112,2890.455629,2.667106,-5.196203
38.497483,2873.484348,2.680347,-5.167332
39.807152,2854.281049,2.695330,-5.134664
41.116821,2835.096761,2.710298,-5.102028
42.426490,2815.931313,2.725252,-5.069425
43.311017,2802.997850,2.735343,-5.047423
44.195544,2790.072839,2.745427,-5.025435
45.080070,2777.156312,2.755505,-5.003462
45.732894,2767.628730,2.762939,-4.987254
46.385718,2758.105750,2.770369,-4.971054
47.038541,2748.587357,2.777795,-4.954862
47.836948,2736.952534,2.786873,-4.935069
48.635355,2725.324544,2.795945,-4.915288
49.433762,2713.703372,2.805012,-4.895518
55.081629,2631.688429,2.869002,-4.755998
60.729496,2550.007716,2.932732,-4.617046
63.063701,2516.346859,2.958995,-4.559783
65.397905,2482.741931,2.985214,-4.502615
66.348299,2469.075389,2.991537,-4.466093
67.107679,2458.162314,2.993280,-4.426819
67.867060,2447.255258,2.995023,-4.387567
68.626440,2436.354261,2.996764,-4.348337
69.385821,2425.459345,2.998505,-4.309129
70.145201,2414.570513,3.000245,-4.269943
70.904582,2403.687757,3.001983,-4.230778
71.908902,2389.304062,3.004281,-4.179015
72.913222,2374.930944,3.006577,-4.127290
73.917542,2360.568364,3.008872,-4.075602
74.921862,2346.216287,3.011165,-4.023953
76.690385,2320.968904,3.015198,-3.933093
78.458907,2295.753798,3.019227,-3.842350
80.227430,2270.570816,3.023250,-3.751723
84.175123,2214.472153,3.032213,-3.549838
88.122816,2158.530856,3.041150,-3.348518
92.070509,2102.745240,3.050062,-3.147760
96.916747,2034.473050,3.060970,-2.902065
101.762985,1966.430072,3.071840,-2.657195
102.462163,1956.632063,3.076373,-2.630268
103.161340,1946.838781,3.086156,-2.618104
103.802129,1937.867516,3.095118,-2.606962
104.442917,1928.900264,3.104076,-2.595825
105.083705,1919.937037,3.113030,-2.584693
105.977718,1907.438492,3.125515,-2.569170
106.871731,1894.947800,3.137993,-2.553657
107.765744,1882.464955,3.150463,-2.538153
109.058397,1864.429848,3.168479,-2.515754
110.351051,1846.411068,3.186480,-2.493375
111.643705,1828.408562,3.204463,-2.471016
112.942599,1810.335482,3.222518,-2.448570
114.241493,1792.278717,3.240556,-2.426143
115.540387,1774.238211,3.258578,-2.403737
116.885505,1755.572771,3.277224,-2.380555
118.230623,1736.924640,3.295852,-2.357394
119.575740,1718.293754,3.314464,-2.334255
121.131882,1696.761450,3.335974,-2.307512
122.688024,1675.252043,3.357461,-2.280798
124.244167,1653.765433,3.378925,-2.254112
127.173339,1613.382013,3.419267,-2.203957
130.102512,1573.078398,3.459529,-2.153900
133.031685,1532.853978,3.499711,-2.103942
135.134067,1504.031832,3.528504,-2.068145
136.689964,1482.727453,3.549786,-2.041686
137.968179,1465.241688,3.568417,-2.025232
138.898140,1452.529252,3.584529,-2.024882
139.828102,1439.824589,3.600631,-2.024533
140.758063,1427.127668,3.616723,-2.024184
141.813409,1412.728206,3.634973,-2.023788
142.868755,1398.338652,3.653210,-2.023392
143.924101,1383.958975,3.671435,-2.022997
144.979447,1369.589148,3.689647,-2.022602
146.494206,1348.981000,3.715766,-2.022035
148.008965,1328.393005,3.741859,-2.021469
149.523724,1307.825088,3.767927,-2.020904
152.967868,1261.133675,3.827103,-2.019620
156.412013,1214.544808,3.886150,-2.018339
159.856157,1168.057545,3.945068,-2.017061
163.300301,1121.670994,4.003858,-2.015785
168.582336,1050.725004,4.093775,-2.013835
169.598610,1037.101517,4.111042,-2.013460
170.614885,1023.486586,4.128297,-2.013086
171.631160,1009.880191,4.145542,-2.012712
172.688390,995.734558,4.154163,-2.013227
173.497806,984.910998,4.148516,-2.014811
174.307223,974.093018,4.142871,-2.016395
175.116640,963.280681,4.137229,-2.017977
175.926057,952.474027,4.131591,-2.019559
176.735473,941.673071,4.125955,-2.021140
177.544890,930.877814,4.120322,-2.022720
178.712976,915.308984,4.112199,-2.024999
179.881061,899.751969,4.104081,-2.027277
181.049147,884.206737,4.095970,-2.029552
182.945435,858.995387,4.082815,-2.033242
184.841723,833.814857,4.069676,-2.036928
186.738011,808.664982,4.056554,-2.040609
188.634299,783.545611,4.043447,-2.044286
189.948422,766.155649,4.035153,-2.057358
190.940032,753.042969,4.029572,-2.076305
191.931642,739.938271,4.023995,-2.095242
192.923253,726.841460,4.018421,-2.114167
193.914863,713.752465,4.012851,-2.133080
194.906473,700.671245,4.007284,-2.151983
195.898084,687.597775,4.001720,-2.170874
197.313096,668.955517,3.993787,-2.197812
198.728108,650.328945,3.985860,-2.224728
200.143120,631.718005,3.977939,-2.251621
202.706156,598.047269,3.963610,-2.300275
205.269192,564.427318,3.949302,-2.348856
206.047375,554.229734,3.944962,-2.363591
206.475446,548.622126,3.918089,-2.351922
207.055268,541.028867,3.864356,-2.322115
207.635090,533.438188,3.810640,-2.292318
208.214911,525.850098,3.756943,-2.262532
208.856643,517.454830,3.697534,-2.229576
209.498374,509.062750,3.638148,-2.196633
210.140105,500.673853,3.578784,-2.163703
211.349033,484.879013,3.467012,-2.101701
212.557960,469.095332,3.355319,-2.039743
213.766888,453.322710,3.243705,-1.977828
214.975815,437.561033,3.132167,-1.915956
215.958879,424.752139,3.041525,-1.865676
216.941944,411.950456,2.950935,-1.815423
217.925008,399.155951,2.860394,-1.765199
218.553721,390.977047,2.802517,-1.733093
219.182434,382.801059,2.744659,-1.700998
219.284465,381.474487,2.735272,-1.695791
