# Time (s), Z (m), Wind Velocity X (East) (m/s), Wind Velocity Y (North) (m/s)
24.369514,1152.486637,9.694803,0.756456
24.975887,1144.436143,9.710797,0.736298
25.580742,1136.405796,9.726750,0.716191
26.185597,1128.376673,9.742702,0.696086
26.790452,1120.349492,9.758649,0.675987
27.395307,1112.324679,9.774592,0.655893
28.477375,1097.975228,9.803100,0.619963
29.559443,1083.635069,9.831589,0.584056
30.641511,1069.304333,9.860059,0.548172
31.723579,1054.983060,9.873364,0.519327
32.335450,1046.889195,9.830182,0.526504
32.947320,1038.798487,9.787016,0.533678
33.559191,1030.710937,9.743867,0.540850
34.165000,1022.706642,9.701162,0.547948
34.770809,1014.705494,9.658474,0.555043
35.376618,1006.707503,9.615803,0.562135
36.409905,993.073160,9.543061,0.574225
37.443192,979.447980,9.470367,0.586307
38.476479,965.831917,9.397723,0.598381
39.509766,952.224915,9.325126,0.610446
40.761554,935.752641,9.237243,0.625053
42.013342,919.293580,9.149430,0.639648
43.265130,902.847679,9.061687,0.654231
44.438205,887.447788,8.979525,0.667886
45.611281,872.059357,8.897424,0.681532
46.784357,856.682352,8.815385,0.695167
47.556623,846.565485,8.761409,0.704138
48.328890,836.453547,8.707459,0.713105
48.788580,830.436782,8.657036,0.722158
49.248270,824.421784,8.587498,0.735091
49.707960,818.408571,8.517981,0.748019
50.167650,812.397157,8.448485,0.760944
50.627340,806.387548,8.379010,0.773865
51.087030,800.379746,8.309555,0.786782
51.737364,791.883456,8.211332,0.805049
52.387698,783.390759,8.113151,0.823309
53.038032,774.901632,8.015010,0.841561
53.688366,766.416049,7.916911,0.859805
54.479728,756.095068,7.797593,0.881996
55.271090,745.779257,7.678336,0.904175
56.062452,735.468585,7.559137,0.926343
56.853814,725.163026,7.439997,0.948501
58.165452,708.093340,7.242660,0.985201
59.477091,691.037563,7.045483,1.021872
60.788729,673.995628,6.848467,1.058513
62.100368,656.967479,6.651609,1.095124
64.600065,624.553483,6.276881,1.164815
65.359050,614.721433,6.163216,1.185954
65.826297,608.670871,6.099556,1.174947
66.444319,600.670469,6.015782,1.158865
67.062341,592.672995,5.932038,1.142790
67.680363,584.678424,5.848325,1.126721
68.351144,576.004651,5.757500,1.109286
69.021925,567.334291,5.666710,1.091858
69.692706,558.667343,5.575956,1.074438
70.895845,543.130518,5.413266,1.043208
72.098985,527.604661,5.250691,1.012000
73.302124,512.089752,5.088230,0.980815
74.505263,496.585764,4.925884,0.949651
75.749326,480.565879,4.758135,0.917451
76.993388,464.557607,4.590508,0.885274
78.237451,448.560917,4.423003,0.853120
79.386621,433.794655,4.268381,0.823439
80.535791,419.038220,4.113863,0.793778
81.684961,404.291585,3.959447,0.764137
82.436186,394.656832,3.885557,0.748310
83.187410,385.026235,3.833807,0.735390
83.464543,381.474484,3.814721,0.730624
