# Time (s), Z (m), Wind Velocity X (East) (m/s), Wind Velocity Y (North) (m/s)
4.732405,627.808420,1.620688,-1.094220
4.825288,632.317800,1.620732,-1.090925
4.918172,636.703200,1.620774,-1.087721
5.011055,640.966727,1.620815,-1.084606
5.103938,645.110399,1.620855,-1.081578
5.196822,649.136144,1.620893,-1.078636
5.289705,653.045809,1.620931,-1.075780
5.382589,656.841162,1.620968,-1.073006
5.475472,660.523895,1.621003,-1.070315
5.612783,665.765275,1.621053,-1.066486
5.750094,670.769027,1.621102,-1.062829
5.887406,675.539806,1.621148,-1.059343
6.024717,680.081972,1.621191,-1.056024
6.162028,684.399614,1.621233,-1.052870
6.325317,689.247119,1.621279,-1.049328
6.488605,693.788504,1.621323,-1.046009
6.651894,698.029299,1.621364,-1.042911
6.815183,701.974599,1.621402,-1.040028
6.978471,705.629099,1.621437,-1.037357
7.141760,708.997105,1.621469,-1.034896
7.305048,712.082564,1.621499,-1.032642
7.468337,714.889075,1.621526,-1.030591
7.677581,718.082887,1.621557,-1.028258
7.886825,720.830140,1.621583,-1.026250
8.057945,722.748673,1.621602,-1.024848
8.229065,724.374672,1.621617,-1.023660
8.354896,725.384977,1.621627,-1.022922
8.480727,726.239049,1.621635,-1.022298
8.606558,726.937530,1.621642,-1.021788
8.732389,727.480949,1.621647,-1.021390
8.836060,727.812453,1.621650,-1.021148
8.939732,728.039135,1.621653,-1.020983
9.014656,728.137771,1.621654,-1.020911
9.026737,728.148558,1.621654,-1.020903
9.038817,728.157924,1.621654,-1.020896
9.050898,728.165870,1.621654,-1.020890
9.062978,728.172397,1.621654,-1.020885
9.087139,728.181192,1.621654,-1.020879
9.111300,728.184313,1.621654,-1.020877
9.112518,728.184320,1.621654,-1.020877
9.120000,728.184048,1.621654,-1.020877
9.139337,728.180227,1.621654,-1.020880
9.158674,728.173990,1.621654,-1.020884
9.197348,728.156694,1.621654,-1.020897
9.236022,728.129758,1.621654,-1.020916
9.274696,728.093203,1.621653,-1.020943
9.491391,727.712053,1.621650,-1.021222
9.669133,727.178222,1.621644,-1.021612
9.846876,726.449497,1.621637,-1.022144
10.024619,725.531259,1.621629,-1.022815
10.331790,723.515529,1.621609,-1.024288
10.638961,720.993877,1.621585,-1.026131
10.946132,718.012084,1.621556,-1.028309
11.253303,714.619615,1.621524,-1.030788
11.655985,709.633203,1.621476,-1.034432
12.058666,704.134234,1.621423,-1.038450
12.461348,698.219745,1.621366,-1.042771
12.864030,691.973329,1.621306,-1.047336
13.266711,685.465771,1.621243,-1.052091
13.820785,676.189223,1.621154,-1.058869
14.374859,666.642120,1.621062,-1.065845
14.928933,656.908063,1.620968,-1.072957
15.483007,647.047098,1.620873,-1.080163
16.037081,637.100543,1.620778,-1.087431
16.591155,627.096471,1.620681,-1.094740
17.235560,615.415059,1.620569,-1.103276
17.879965,603.703325,1.620456,-1.111834
18.524371,591.973973,1.612368,-1.113848
19.168776,580.235613,1.603248,-1.115022
19.813181,568.493814,1.594126,-1.116196
20.373935,558.276034,1.586188,-1.117218
20.934689,548.059668,1.578251,-1.118240
21.495443,537.845729,1.570316,-1.119261
22.056197,527.634857,1.562383,-1.120282
22.868990,512.840922,1.550890,-1.121762
23.681784,498.055131,1.539402,-1.123240
24.494577,483.278033,1.527922,-1.124718
25.917128,457.436813,1.507846,-1.127302
27.339680,431.623908,1.487792,-1.129884
28.762231,405.839072,1.467760,-1.132462
30.107845,381.474488,1.447800,-1.129813
